Size,Time
10000000,8
10000000,7
10000000,7
10000000,7
10000000,8
10000000,7
10000000,8
10000000,7
10000000,8
10000000,8
10000000,7
10000000,7
10000000,9
10000000,8
10000000,7
10000000,7
10000000,7
10000000,7
10000000,7
10000000,7
10000000,7
10000000,8
10000000,7
50000000,35
